YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION for ELECTRICITY
1997,NY,Total Electric Power Industry,Petroleum,14737891
1997,NY,Total Electric Power Industry,Natural Gas,414016989
1997,NY,Total Electric Power Industry,Other Gases (Billion BTU),1723
1997,NY,"Electric Generators, Electric Utilities",Coal,8725736
1997,NY,"Electric Generators, Electric Utilities",Petroleum,13835986
1997,NY,"Electric Generators, Electric Utilities",Natural Gas,217503831
1997,NY,"Electric Generators, Independent Power Producers",Petroleum,404380
1997,NY,"Electric Generators, Independent Power Producers",Natural Gas,151830
1997,NY,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),15
1997,NY,"Combined Heat and Power, Electric Power",Coal,650721
1997,NY,"Combined Heat and Power, Electric Power",Petroleum,103246
1997,NY,"Combined Heat and Power, Electric Power",Natural Gas,172948412
1997,NY,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),2
1997,NY,"Combined Heat and Power, Commercial Power",Coal,14102
1997,NY,"Combined Heat and Power, Commercial Power",Petroleum,101229
1997,NY,"Combined Heat and Power, Commercial Power",Natural Gas,5622057
1997,NY,"Combined Heat and Power, Industrial Power",Coal,322793
1997,NY,"Combined Heat and Power, Industrial Power",Petroleum,293050
1997,NY,"Combined Heat and Power, Industrial Power",Natural Gas,17790859
1997,NY,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),1706
1997,OH,Total Electric Power Industry,Coal,53097399
1997,OH,Total Electric Power Industry,Petroleum,616996
1997,OH,Total Electric Power Industry,Natural Gas,5912820
1997,OH,Total Electric Power Industry,Other Gases (Billion BTU),2003
1997,OH,"Electric Generators, Electric Utilities",Coal,52892927
1997,OH,"Electric Generators, Electric Utilities",Petroleum,573880
1997,OH,"Electric Generators, Electric Utilities",Natural Gas,3485492
1997,OH,"Combined Heat and Power, Electric Power",Natural Gas,2965
1997,OH,"Combined Heat and Power, Commercial Power",Coal,2937
1997,OH,"Combined Heat and Power, Commercial Power",Petroleum,10002
1997,OH,"Combined Heat and Power, Commercial Power",Natural Gas,590838
1997,OH,"Combined Heat and Power, Industrial Power",Coal,201535
1997,OH,"Combined Heat and Power, Industrial Power",Petroleum,33114
1997,OH,"Combined Heat and Power, Industrial Power",Natural Gas,1833525
1997,OH,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),2003
1997,OK,Total Electric Power Industry,Coal,21453404
1997,OK,Total Electric Power Industry,Petroleum,49979
1997,OK,Total Electric Power Industry,Natural Gas,140447208
1997,OK,Total Electric Power Industry,Other Gases (Billion BTU),541
1997,OK,"Electric Generators, Electric Utilities",Coal,20101498
1997,OK,"Electric Generators, Electric Utilities",Petroleum,30029
1997,OK,"Electric Generators, Electric Utilities",Natural Gas,128818529
1997,OK,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
1997,OK,"Combined Heat and Power, Electric Power",Coal,1017776
1997,OK,"Combined Heat and Power, Electric Power",Natural Gas,6300712
1997,OK,"Combined Heat and Power, Commercial Power",Natural Gas,547479
1997,OK,"Combined Heat and Power, Industrial Power",Coal,334130
1997,OK,"Combined Heat and Power, Industrial Power",Petroleum,19950
1997,OK,"Combined Heat and Power, Industrial Power",Natural Gas,4780488
1997,OK,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),541
1997,OR,Total Electric Power Industry,Coal,838212
1997,OR,Total Electric Power Industry,Petroleum,30313
1997,OR,Total Electric Power Industry,Natural Gas,28597351
1997,OR,"Electric Generators, Electric Utilities",Coal,821615
1997,OR,"Electric Generators, Electric Utilities",Petroleum,23117
1997,OR,"Electric Generators, Electric Utilities",Natural Gas,10680665
1997,OR,"Electric Generators, Independent Power Producers",Natural Gas,4500
1997,OR,"Combined Heat and Power, Electric Power",Natural Gas,13309216
1997,OR,"Combined Heat and Power, Commercial Power",Petroleum,49
1997,OR,"Combined Heat and Power, Commercial Power",Natural Gas,157049
1997,OR,"Combined Heat and Power, Industrial Power",Coal,16597
1997,OR,"Combined Heat and Power, Industrial Power",Petroleum,7147
1997,OR,"Combined Heat and Power, Industrial Power",Natural Gas,4445921
1997,PA,Total Electric Power Industry,Coal,50730191
1997,PA,Total Electric Power Industry,Petroleum,5384800
1997,PA,Total Electric Power Industry,Natural Gas,24126815
1997,PA,Total Electric Power Industry,Other Gases (Billion BTU),7301
1997,PA,"Electric Generators, Electric Utilities",Coal,42602383
1997,PA,"Electric Generators, Electric Utilities",Petroleum,4801150
1997,PA,"Electric Generators, Electric Utilities",Natural Gas,7370261
1997,PA,"Electric Generators, Independent Power Producers",Coal,2271840
1997,PA,"Electric Generators, Independent Power Producers",Petroleum,42040
1997,PA,"Electric Generators, Independent Power Producers",Natural Gas,280500
1997,PA,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),5
1997,PA,"Combined Heat and Power, Electric Power",Coal,5110535
1997,PA,"Combined Heat and Power, Electric Power",Petroleum,250646
1997,PA,"Combined Heat and Power, Electric Power",Natural Gas,9955061
1997,PA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),7
1997,PA,"Combined Heat and Power, Commercial Power",Coal,3456
1997,PA,"Combined Heat and Power, Commercial Power",Petroleum,12372
1997,PA,"Combined Heat and Power, Commercial Power",Natural Gas,1305143
1997,PA,"Combined Heat and Power, Industrial Power",Coal,741977
1997,PA,"Combined Heat and Power, Industrial Power",Petroleum,278592
1997,PA,"Combined Heat and Power, Industrial Power",Natural Gas,5215850
1997,PA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),7289
1997,RI,Total Electric Power Industry,Coal,0
1997,RI,Total Electric Power Industry,Petroleum,218755
1997,RI,Total Electric Power Industry,Natural Gas,61701584
1997,RI,"Electric Generators, Electric Utilities",Coal,0
1997,RI,"Electric Generators, Electric Utilities",Petroleum,26879
1997,RI,"Electric Generators, Electric Utilities",Natural Gas,27159394
1997,RI,"Electric Generators, Independent Power Producers",Petroleum,3300
1997,RI,"Electric Generators, Independent Power Producers",Natural Gas,30129000
1997,RI,"Combined Heat and Power, Electric Power",Petroleum,37764
1997,RI,"Combined Heat and Power, Electric Power",Natural Gas,4159474
1997,RI,"Combined Heat and Power, Commercial Power",Petroleum,146142
1997,RI,"Combined Heat and Power, Commercial Power",Natural Gas,240491
1997,RI,"Combined Heat and Power, Industrial Power",Petroleum,4670
1997,RI,"Combined Heat and Power, Industrial Power",Natural Gas,13225
1997,SC,Total Electric Power Industry,Coal,12331569
1997,SC,Total Electric Power Industry,Petroleum,754988
1997,SC,Total Electric Power Industry,Natural Gas,3930432
1997,SC,Total Electric Power Industry,Other Gases (Billion BTU),18
1997,SC,"Electric Generators, Electric Utilities",Coal,12096380
1997,SC,"Electric Generators, Electric Utilities",Petroleum,457059
1997,SC,"Electric Generators, Electric Utilities",Natural Gas,2731175
1997,SC,"Combined Heat and Power, Commercial Power",Petroleum,2457
1997,SC,"Combined Heat and Power, Commercial Power",Natural Gas,20479
1997,SC,"Combined Heat and Power, Industrial Power",Coal,235189
1997,SC,"Combined Heat and Power, Industrial Power",Petroleum,295472
1997,SC,"Combined Heat and Power, Industrial Power",Natural Gas,1178778
1997,SC,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),18
1997,SD,Total Electric Power Industry,Coal,2004932
1997,SD,Total Electric Power Industry,Petroleum,23078
1997,SD,Total Electric Power Industry,Natural Gas,1730834
1997,SD,"Electric Generators, Electric Utilities",Coal,2004932
1997,SD,"Electric Generators, Electric Utilities",Petroleum,23078
1997,SD,"Electric Generators, Electric Utilities",Natural Gas,1730834
1997,TN,Total Electric Power Industry,Coal,24968993
1997,TN,Total Electric Power Industry,Petroleum,380703
1997,TN,Total Electric Power Industry,Natural Gas,4180940
1997,TN,Total Electric Power Industry,Other Gases (Billion BTU),123
1997,TN,"Electric Generators, Electric Utilities",Coal,24463823
1997,TN,"Electric Generators, Electric Utilities",Petroleum,374854
1997,TN,"Electric Generators, Electric Utilities",Natural Gas,1635841
1997,TN,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),2
1997,TN,"Combined Heat and Power, Commercial Power",Coal,18243
1997,TN,"Combined Heat and Power, Commercial Power",Petroleum,470
1997,TN,"Combined Heat and Power, Commercial Power",Natural Gas,519197
1997,TN,"Combined Heat and Power, Industrial Power",Coal,486927
1997,TN,"Combined Heat and Power, Industrial Power",Petroleum,5379
1997,TN,"Combined Heat and Power, Industrial Power",Natural Gas,2025902
1997,TN,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),121
1997,TX,Total Electric Power Industry,Coal,98925747
1997,TX,Total Electric Power Industry,Petroleum,3069170
1997,TX,Total Electric Power Industry,Natural Gas,1432511718
1997,TX,Total Electric Power Industry,Other Gases (Billion BTU),31830
1997,TX,"Electric Generators, Electric Utilities",Coal,96536787
1997,TX,"Electric Generators, Electric Utilities",Petroleum,348619
1997,TX,"Electric Generators, Electric Utilities",Natural Gas,1056551973
1997,TX,"Electric Generators, Independent Power Producers",Natural Gas,264000
1997,TX,"Combined Heat and Power, Electric Power",Petroleum,2445831
1997,TX,"Combined Heat and Power, Electric Power",Natural Gas,146471249
1997,TX,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),3684
1997,TX,"Combined Heat and Power, Commercial Power",Petroleum,9917
1997,TX,"Combined Heat and Power, Commercial Power",Natural Gas,3734857
1997,TX,"Combined Heat and Power, Industrial Power",Coal,2388960
1997,TX,"Combined Heat and Power, Industrial Power",Petroleum,264803
1997,TX,"Combined Heat and Power, Industrial Power",Natural Gas,225489639
1997,TX,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),28146
1997,UT,Total Electric Power Industry,Coal,14658456
1997,UT,Total Electric Power Industry,Petroleum,77527
1997,UT,Total Electric Power Industry,Natural Gas,4285283
1997,UT,Total Electric Power Industry,Other Gases (Billion BTU),2038
1997,UT,"Electric Generators, Electric Utilities",Coal,14252366
1997,UT,"Electric Generators, Electric Utilities",Petroleum,52483
1997,UT,"Electric Generators, Electric Utilities",Natural Gas,4078675
1997,UT,"Electric Generators, Independent Power Producers",Coal,402040
1997,UT,"Electric Generators, Independent Power Producers",Petroleum,5320
1997,UT,"Combined Heat and Power, Commercial Power",Petroleum,124
1997,UT,"Combined Heat and Power, Commercial Power",Natural Gas,143258
1997,UT,"Combined Heat and Power, Commercial Power",Other Gases (Billion BTU),22
1997,UT,"Combined Heat and Power, Industrial Power",Coal,4050
1997,UT,"Combined Heat and Power, Industrial Power",Petroleum,19600
1997,UT,"Combined Heat and Power, Industrial Power",Natural Gas,63350
1997,UT,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),2016
1997,VA,Total Electric Power Industry,Coal,13642277
1997,VA,Total Electric Power Industry,Petroleum,3845171
1997,VA,Total Electric Power Industry,Natural Gas,17301708
1997,VA,Total Electric Power Industry,Other Gases (Billion BTU),1
1997,VA,"Electric Generators, Electric Utilities",Coal,11605025
1997,VA,"Electric Generators, Electric Utilities",Petroleum,1408397
1997,VA,"Electric Generators, Electric Utilities",Natural Gas,11572296
1997,VA,"Electric Generators, Independent Power Producers",Petroleum,1979300
1997,VA,"Electric Generators, Independent Power Producers",Natural Gas,1071600
1997,VA,"Combined Heat and Power, Electric Power",Coal,1580411
1997,VA,"Combined Heat and Power, Electric Power",Petroleum,62700
1997,VA,"Combined Heat and Power, Electric Power",Natural Gas,2140485
1997,VA,"Combined Heat and Power, Commercial Power",Coal,6004
1997,VA,"Combined Heat and Power, Commercial Power",Petroleum,118750
1997,VA,"Combined Heat and Power, Commercial Power",Natural Gas,1106825
1997,VA,"Combined Heat and Power, Industrial Power",Coal,450837
1997,VA,"Combined Heat and Power, Industrial Power",Petroleum,276024
1997,VA,"Combined Heat and Power, Industrial Power",Natural Gas,1410502
1997,VA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),1
1997,VT,Total Electric Power Industry,Petroleum,37393
1997,VT,Total Electric Power Industry,Natural Gas,35629
1997,VT,"Electric Generators, Electric Utilities",Petroleum,31157
1997,VT,"Electric Generators, Electric Utilities",Natural Gas,35629
1997,VT,"Electric Generators, Independent Power Producers",Petroleum,6000
1997,VT,"Combined Heat and Power, Industrial Power",Petroleum,236
1997,WA,Total Electric Power Industry,Coal,4796041
1997,WA,Total Electric Power Industry,Petroleum,434498
1997,WA,Total Electric Power Industry,Natural Gas,28191893
1997,WA,Total Electric Power Industry,Other Gases (Billion BTU),2816
1997,WA,"Electric Generators, Electric Utilities",Coal,4770632
1997,WA,"Electric Generators, Electric Utilities",Petroleum,38722
1997,WA,"Electric Generators, Electric Utilities",Natural Gas,2617779
1997,WA,"Combined Heat and Power, Electric Power",Petroleum,303921
1997,WA,"Combined Heat and Power, Electric Power",Natural Gas,20850291
1997,WA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),2816
1997,WA,"Combined Heat and Power, Commercial Power",Coal,2323
1997,WA,"Combined Heat and Power, Commercial Power",Petroleum,1186
1997,WA,"Combined Heat and Power, Commercial Power",Natural Gas,257679
1997,WA,"Combined Heat and Power, Industrial Power",Coal,23086
1997,WA,"Combined Heat and Power, Industrial Power",Petroleum,90669
1997,WA,"Combined Heat and Power, Industrial Power",Natural Gas,4466144
1997,WI,Total Electric Power Industry,Coal,24186152
1997,WI,Total Electric Power Industry,Petroleum,931932
1997,WI,Total Electric Power Industry,Natural Gas,19699029
1997,WI,"Electric Generators, Electric Utilities",Coal,23567582
1997,WI,"Electric Generators, Electric Utilities",Petroleum,441332
1997,WI,"Electric Generators, Electric Utilities",Natural Gas,15775500
1997,WI,"Electric Generators, Independent Power Producers",Natural Gas,290
1997,WI,"Combined Heat and Power, Commercial Power",Coal,6513
1997,WI,"Combined Heat and Power, Commercial Power",Petroleum,742
1997,WI,"Combined Heat and Power, Commercial Power",Natural Gas,753352
1997,WI,"Combined Heat and Power, Industrial Power",Coal,612057
1997,WI,"Combined Heat and Power, Industrial Power",Petroleum,489858
1997,WI,"Combined Heat and Power, Industrial Power",Natural Gas,3169887
1997,WV,Total Electric Power Industry,Coal,35731730
1997,WV,Total Electric Power Industry,Petroleum,320788
1997,WV,Total Electric Power Industry,Natural Gas,2218181
1997,WV,Total Electric Power Industry,Other Gases (Billion BTU),1251
1997,WV,"Electric Generators, Electric Utilities",Coal,34486724
1997,WV,"Electric Generators, Electric Utilities",Petroleum,292079
